cifar10,4796,133.14217891106554,93.39,36.856027364730835
cifar10,2934,119.65543015316291,93.40333333333332,41.23358154296875
cifar10,14805,119.47071880951823,93.66,41.76201844215393
cifar10,2030,133.10522862486437,94.02333333333333,46.96265244483948
cifar10,3380,117.92849478184269,93.24000000000001,52.58938264846802
cifar10,8004,131.9443846059179,93.46000000000001,57.84889483451843
cifar10,2013,104.35622683386721,93.79666666666667,52.9730064868927
cifar10,3738,118.13994734230148,93.405,61.8356397151947
cifar10,6914,119.49854443498957,92.64500000000001,70.35339093208313
cifar10,4171,104.42938247280875,92.975,70.59602236747742
cifar100,3310,134.12440258974044,70.0800000366211,77.35303282737732
cifar100,2030,135.1894373309811,72.65333321940103,80.29687094688416
cifar100,12017,134.12673093205152,68.76999998779297,79.45367860794067
cifar100,4796,135.05038514575256,69.75333331298829,85.64131164550781
cifar100,13545,119.78960877065147,68.10999994506835,88.61428475379944
cifar100,13408,118.9746283717985,68.99999997558594,95.42091226577759
cifar100,1963,110.01235210265278,70.96666665039062,92.75473070144653
cifar100,13995,134.91451130534713,69.97999995117188,100.79582810401917
cifar100,12919,121.57117352500958,71.00000002441406,95.19481992721558
cifar100,10699,134.22449348618292,71.59999994506836,108.91193079948425
ImageNet16-120,869,118.43524672055638,45.82222219509549,61.46935749053955
ImageNet16-120,14919,118.65945988210251,39.88888881429037,56.959596157073975
ImageNet16-120,8624,118.41330246430148,43.78333328247071,53.98495435714722
ImageNet16-120,655,130.8903067247466,45.699999972873265,59.96113896369934
ImageNet16-120,5505,129.86933086354287,44.69999990844727,70.14044380187988
ImageNet16-120,5374,130.2163683614768,46.516666524251306,68.10956859588623
ImageNet16-120,945,129.89011378644534,43.2777777642144,74.73800039291382
ImageNet16-120,11584,130.21793024410505,46.19999993387858,80.6927900314331
ImageNet16-120,8004,129.7534434852478,44.8166666208903,81.09534955024719
ImageNet16-120,5324,116.40231274163399,41.96666658528646,82.76709532737732
