cifar10,9930,133.90045438333,94.3633333333333,64.8641386032105
cifar10,9930,133.965015893601,94.3633333333333,61.4337251186371
cifar10,9930,134.076760646208,94.3633333333333,67.1910376548767
cifar10,9930,134.070762616442,94.3633333333333,71.2411773204803
cifar10,9930,134.04850413138,94.3633333333333,72.8233273029327
cifar10,9930,134.143664991746,94.3633333333333,76.5588083267212
cifar10,9930,134.011224555881,94.3633333333333,79.2376871109009
cifar10,14624,133.301368731332,93.34,81.6611177921295
cifar10,9930,134.194256163373,94.3633333333333,84.256174325943
cifar10,4557,133.221786752515,93.745,87.9360871315003
cifar100,2581,135.243132840183,73.1666666137695,62.6361982822418
cifar100,9930,136.030585015963,73.5133332600911,64.7906568050385
cifar100,9930,136.040964728225,73.5133332600911,68.7180378437042
cifar100,9930,135.90590258209,73.5133332600911,72.6946601867676
cifar100,9930,135.866108532391,73.5133332600911,75.4887075424194
cifar100,13714,135.193909333125,73.093333215332,78.6018106937408
cifar100,9930,135.905538826179,73.5133332600911,81.5567007064819
cifar100,9930,135.913882929864,73.5133332600911,83.7386586666107
cifar100,9930,135.943065772928,73.5133332600911,86.584792137146
cifar100,9930,135.967480464136,73.5133332600911,93.9985349178314
ImageNet16-120,9930,132.027638059955,46.3444444071452,81.5181238651276
ImageNet16-120,9930,131.986869684423,46.3444444071452,81.3893790245056
ImageNet16-120,4557,131.005256513094,46.3166666463216,84.9982659816742
ImageNet16-120,9930,131.967311922736,46.3444444071452,89.1294226646423
ImageNet16-120,9930,132.067554369535,46.3444444071452,93.7776145935059
ImageNet16-120,9930,132.029313087182,46.3444444071452,95.1332502365112
ImageNet16-120,9930,131.97268490401,46.3444444071452,98.0285699367523
ImageNet16-120,9930,131.999503566215,46.3444444071452,101.177381753922
ImageNet16-120,9930,131.861199072846,46.3444444071452,102.505353689194
ImageNet16-120,6118,131.065370579328,46.3666666564941,104.754368782043
