Dataset,mean,std,mean,std,mean,std
ImageNet16-120,1451.9911709955263,1.2404203410695707,43.20333324686686,3.1139748527615936,78.06894586086273,0.9218753374361712
cifar10,1633.3306969366429,0.8542224103073012,93.02733333333332,0.45689315821610343,89.69589576721191,0.9309067688803068
cifar100,1632.2413842980552,2.4805938308037607,69.40499995930989,1.9873639261283862,88.21884953975677,2.283731176094247
